Island,SamplingYear,GridCode,TrapDate,NightNumber,TrapNumber,TrapResult,Pittag,CaptureType,Sex,AgeClass,Weight,Weight_units,BodyCondition,ReproductiveStatus,Vaccinations
SMI,2014,CC,2014-09-17T00:00:00Z,1,73,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,74,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,75,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,76,FOX,485E224908,P,Male,4,2.36,kg,2,TD,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,77,FOX,484C1A2F21,P,Male,3,1.94,kg,2,TD,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,78,FOX,484C593840,P,Female,4,2.06,kg,2,"NA",NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,79,FOX,989001000126191,P,Male,1,1.93,kg,2,TD,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,80,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,81,FOX,4A68024417,P,Female,3,1.92,kg,2,"NA",NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,82,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,83,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,84,FOX,4849640C2B,P,Male,4,1.93,kg,2,TD,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,85,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,86,FOX,982000163664035,P,Female,2,2.09,kg,2,"NA",NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,87,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,88,FOX,4B08744036,P,Male,3,2.25,kg,3,TD,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,89,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-17T00:00:00Z,1,90,FOX,989001000126205,N,Male,2,2,kg,3,TD,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,73,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,74,FOX,484C593840,R2,Female,4,2.13,kg,2,"NA",NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,75,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,76,FOX,982000149975086,P,Male,2,2.35,kg,3,TD,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,77,FOX,485E224908,R2,Male,4,2.3,kg,2,TD,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,78,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,79,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,80,FOX,484C1A2F21,R2,Male,3,1.95,kg,2,TD,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,81,FOX,4849640C2B,R2,Male,4,1.8,kg,2,TD,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,82,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,83,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,84,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,85,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,86,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,87,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,88,FOX,989001001239038,N,Female,0,1.14,kg,2,"NA",NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,89,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-18T00:00:00Z,2,90,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,73,FOX,4A5F1C0329,P,Female,3,1.85,kg,2,"NA",NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,74,FOX,484C593840,R2,Female,4,2.17,kg,2,"NA",NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,75,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,76,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,77,FOX,484C1A2F21,R2,Male,3,1.78,kg,2,TD,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,78,FOX,989001000126253,P,Female,2,1.85,kg,2,"NA",NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,79,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,80,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,81,FOX,4849640C2B,R2,Male,4,1.88,kg,2,TD,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,82,FOX,989001000126191,R2,Male,1,2.15,kg,2,TD,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,83,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,84,FOX,4A68024417,R2,Female,3,2.02,kg,2,"NA",NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,85,FOX,989001001239038,R2,Female,0,1.18,kg,2,"NA",NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,86,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,87,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,88,FOX,4B08744036,R2,Male,3,2.33,kg,3,TD,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,89,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-19T00:00:00Z,3,90,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,73,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,74,FOX,484C1A2F21,R2,Male,3,1.88,kg,2,TD,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,75,FOX,485E224908,R2,Male,4,2.32,kg,2,TD,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,76,FOX,4A5F1C0329,R2,Female,3,1.92,kg,2,"NA",NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,77,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,78,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,79,FOX,989001000126191,R2,Male,1,2.03,kg,2,TD,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,80,FOX,4A6A456E0F,P,Male,3,1.79,kg,2,TD,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,81,FOX,4849640C2B,R2,Male,4,1.67,kg,2,TD,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,82,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,83,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,84,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,85,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,86,FOX,989001000126212,P,Male,2,2.12,kg,2,TD,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,87,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,88,FOX,989001001239038,R2,Female,0,1.17,kg,2,"NA",NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,89,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-20T00:00:00Z,4,90,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,73,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,74,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,75,FOX,485E224908,R2,Male,4,NA,NA,2,TD,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,76,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,77,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,78,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,79,FOX,4A5F1C0329,R2,Female,3,1.89,kg,2,"NA",NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,80,FOX,4A68024417,R2,Female,3,2.04,kg,2,"NA",NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,81,FOX,484C1A2F21,R2,Male,3,2.05,kg,2,TD,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,82,FOX,4A6A456E0F,R2,Male,3,1.84,kg,2,TD,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,83,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,84,FOX,4849640C2B,R2,Male,4,1.87,kg,2,TD,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,85,FOX,989001001239038,R2,Female,0,1.15,kg,2,"NA",NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,86,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,87,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,88,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,89,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CC,2014-09-21T00:00:00Z,5,90,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,55,FOX,900118001187310,P,Male,2,2.4,kg,3,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,56,FOX,4A0D540F4B,P,Female,1,2.02,kg,2,SL,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,57,FOX,4A65603604,P,Male,3,1.44,kg,2,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,58,FOX,982000149973593,P,Male,1,2.11,kg,2,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,59,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,60,FOX,484B373B52,P,Male,3,2.23,kg,3,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,61,FOX,4A0E020C29,P,Male,1,1.95,kg,1,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,62,FOX,4A0B201160,P,Male,3,1.46,kg,1,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,63,FOX,484F50721B,P,Male,3,2.66,kg,3,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,64,FOX,900118001185925,P,Male,1,2.14,kg,2,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,65,FOX,453B443338,P,Male,3,2.44,kg,3,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,66,FOX,4A0E056367,P,Male,2,2.02,kg,2,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,67,FOX,989001000415784,N,Female,0,0.99,kg,2,"NA",NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,68,FOX,445804514E,P,Female,3,2.15,kg,3,SL,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,69,MF,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,70,FOX,4A66576A48,R1,Male,3,NA,NA,3,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,71,FOX,4A0B1B1B4D,P,Male,2,2.28,kg,3,TD,NA
SMI,2014,CP,2014-08-27T00:00:00Z,1,72,FOX,982000167792301,P,Female,2,1.91,kg,2,"NA",NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,55,FOX,989001000415729,N,Male,0,1.5,kg,2,TD,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,56,FOX,484B373B52,R2,Male,3,NA,NA,3,TD,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,57,FOX,4A65603604,R2,Male,3,NA,NA,2,TD,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,58,FOX,453B1B112A,P,Male,4,2.06,kg,2,TD,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,59,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,60,FOX,4A0A687D14,P,Male,2,1.98,kg,2,TD,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,61,FOX,4A4F3E6C4E,P,Female,3,2.09,kg,2,"NA",NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,62,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,63,FOX,484F50721B,R2,Male,3,2.56,kg,3,TD,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,64,FOX,4B04057D6C,P,Female,2,2.09,kg,2,"NA",NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,65,MF,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,66,FOX,4A0E056367,R2,Male,2,1.94,kg,2,TD,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,67,FOX,445804514E,R2,Female,3,2.3,kg,3,SL,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,68,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,69,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,70,FOX,4A0B1B1B4D,R2,Male,2,1.97,kg,3,TD,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,71,FOX,4A0A6D2363,P,Male,3,2.2,kg,2,TD,NA
SMI,2014,CP,2014-08-28T00:00:00Z,2,72,FOX,484C61302A,P,Female,3,1.96,kg,2,"NA",NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,55,FOX,900118001187310,R2,Male,2,NA,NA,3,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,56,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,57,FOX,4A65603604,R2,Male,3,NA,NA,2,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,58,FOX,4A4F3E6C4E,R2,Female,3,NA,NA,2,"NA",NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,59,FOX,484B373B52,R2,Male,3,NA,NA,3,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,60,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,61,FOX,982000149973593,R2,Male,1,NA,NA,2,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,62,FOX,982000163654078,P,Male,2,2.16,kg,2,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,63,FOX,484F50721B,R2,Male,3,NA,NA,3,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,64,FOX,445804514E,R2,Female,3,NA,NA,3,SL,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,65,FOX,989001000415784,R2,Female,0,NA,NA,2,"NA",NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,66,FOX,4A0E056367,R2,Male,2,NA,NA,2,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,67,FOX,900118001185925,R2,Male,1,NA,NA,2,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,68,FOX,4A0B201160,R2,Male,3,NA,NA,1,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,69,FOX,484C61302A,R2,Female,3,NA,NA,2,"NA",NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,70,FOX,4A66576A48,R2,Male,3,2.34,kg,3,TD,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,71,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-29T00:00:00Z,3,72,FOX,4A0D68334A,P,Male,1,2.45,kg,3,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,55,FOX,989001000415729,R2,Male,0,1.42,kg,2,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,56,FOX,4A0B201160,R2,Male,3,1.66,kg,1,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,57,FOX,4A65603604,R2,Male,3,1.38,kg,2,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,58,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,59,FOX,982000163654078,R2,Male,2,1.91,kg,2,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,60,FOX,484B373B52,R2,Male,3,2.23,kg,3,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,61,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,62,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,63,FOX,982000149973615,P,Male,1,2.43,kg,3,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,64,FOX,900118001185925,R2,Male,1,2.03,kg,2,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,65,FOX,4B04057D6C,R2,Female,2,2.06,kg,2,"NA",NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,66,FOX,4A0E056367,R2,Male,2,1.91,kg,2,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,67,FOX,989001000415784,R2,Female,0,0.92,kg,2,"NA",NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,68,FOX,445804514E,R2,Female,3,2.01,kg,3,SL,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,69,FOX,484C61302A,R2,Female,3,2.06,kg,2,"NA",NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,70,FOX,4A66576A48,R2,Male,3,2.22,kg,3,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,71,FOX,4A0D68334A,R2,Male,1,2.3,kg,3,TD,NA
SMI,2014,CP,2014-08-30T00:00:00Z,4,72,FOX,982000167793040,P,Male,2,2.29,kg,2,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,55,FOX,989001000415729,R2,Male,0,NA,NA,2,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,56,FOX,484B373B52,R2,Male,3,NA,NA,3,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,57,FOX,4A65603604,R2,Male,3,NA,NA,2,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,58,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,59,MF,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,60,FOX,4A0D5A4352,P,Female,2,2.37,kg,3,"NA",NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,61,FOX,989001000415768,N,Female,3,1.86,kg,2,"NA",NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,62,FOX,982000163654078,R2,Male,2,NA,NA,2,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,63,FOX,982000163667858,P,Male,1,2.18,kg,2,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,64,FOX,989001000415784,R2,Female,0,NA,NA,2,"NA",NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,65,FOX,453B443338,R2,Male,3,NA,NA,3,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,66,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,67,FOX,4B04057D6C,R2,Female,2,2.11,kg,2,"NA",NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,68,FOX,4A0B201160,R2,Male,3,NA,NA,1,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,69,FOX,445804514E,R2,Female,3,NA,NA,3,SL,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,70,FOX,4A66576A48,R2,Male,3,NA,NA,3,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,71,FOX,982000163662570,P,Male,2,2.4,kg,3,TD,NA
SMI,2014,CP,2014-08-31T00:00:00Z,5,72,FOX,982000167793040,R2,Male,2,NA,NA,2,TD,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,1,FOX,4A1D0B053A,P,Female,3,1.9,kg,2,SL,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,2,FOX,4A0E01124C,P,Male,3,2.38,kg,3,TD,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,5,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,6,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,8,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,12,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,13,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,14,FOX,989001001238980,R1,Female,2,1.78,kg,2,"NA",NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,15,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,16,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,17,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-10T00:00:00Z,1,18,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,1,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,2,FOX,4A1D0B053A,R2,Female,3,NA,NA,2,SL,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,3,FOX,989001000415747,N,Female,1,1.92,kg,2,SL,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,8,FOX,989001001238980,R2,Female,2,NA,NA,2,"NA",NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,12,FOX,900118001202605,P,Female,2,2.09,kg,3,"NA",NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,13,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,14,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,15,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,16,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,17,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-11T00:00:00Z,2,18,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,1,FOX,4A1D0B053A,R2,Female,3,NA,NA,2,SL,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,2,FOX,4A0E01124C,R2,Male,3,2.38,kg,3,TD,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,7,FOX,989001000415749,N,Male,2,2.4,kg,3,TD,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,8,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
