Island,SamplingYear,GridCode,TrapDate,NightNumber,TrapNumber,TrapResult,Pittag,CaptureType,Sex,AgeClass,Weight,Weight_units,BodyCondition,ReproductiveStatus,Vaccinations
SRI,2016,BR,2016-08-31T00:00:00Z,1,2,FOX,989001000124127,N,Female,1,1.66,kg,2,"NA",RD
SRI,2016,BR,2016-08-31T00:00:00Z,1,3,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-08-31T00:00:00Z,1,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-08-31T00:00:00Z,1,5,FOX,989001000124156,P,Female,1,1.99,kg,2,"NA",RD
SRI,2016,BR,2016-08-31T00:00:00Z,1,6,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-08-31T00:00:00Z,1,7,SKUNK,989001000123991,N,Male,NA,890,g,4,TD,NA
SRI,2016,BR,2016-08-31T00:00:00Z,1,8,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-08-31T00:00:00Z,1,9,FOX,989001000124097,N,Male,1,1.59,kg,2,TD,RD
SRI,2016,BR,2016-08-31T00:00:00Z,1,10,FOX,989001000415764,P,Female,2,2.02,kg,3,SL,RD
SRI,2016,BR,2016-08-31T00:00:00Z,1,11,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-08-31T00:00:00Z,1,12,FOX,989001000124068,N,Male,0,1.77,kg,2,TD,N
SRI,2016,BR,2016-09-01T00:00:00Z,2,1,FOX,989001000124031,N,Female,0,1.69,kg,2,"NA",N
SRI,2016,BR,2016-09-01T00:00:00Z,2,2,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-01T00:00:00Z,2,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-01T00:00:00Z,2,4,FOX,989001000124041,N,Male,2,2.31,kg,3,TD,RD
SRI,2016,BR,2016-09-01T00:00:00Z,2,5,MF,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-01T00:00:00Z,2,6,FOX,989001000123966,N,Male,0,1.54,kg,2,TD,N
SRI,2016,BR,2016-09-01T00:00:00Z,2,7,FOX,989001000124045,N,Male,1,1.91,kg,3,TD,RD
SRI,2016,BR,2016-09-01T00:00:00Z,2,8,FOX,989001000124027,N,Female,3,1.55,kg,1,"NA",RD
SRI,2016,BR,2016-09-01T00:00:00Z,2,9,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-01T00:00:00Z,2,10,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-01T00:00:00Z,2,11,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-01T00:00:00Z,2,12,EF,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-02T00:00:00Z,3,1,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-02T00:00:00Z,3,2,FOX,989001000124043,N,Male,0,1.77,kg,3,TD,SEN
SRI,2016,BR,2016-09-02T00:00:00Z,3,3,FOX,989001000415764,R2,Female,2,1.9,kg,3,SL,N
SRI,2016,BR,2016-09-02T00:00:00Z,3,4,FOX,4A0E062159,P,Female,2,1.9,kg,2,SL,RD
SRI,2016,BR,2016-09-02T00:00:00Z,3,5,FOX,989001000416441,N,Female,0,1.57,kg,2,"NA",N
SRI,2016,BR,2016-09-02T00:00:00Z,3,6,FOX,989001000123966,R2,Male,0,1.57,kg,2,TD,N
SRI,2016,BR,2016-09-02T00:00:00Z,3,7,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-02T00:00:00Z,3,8,MF,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-02T00:00:00Z,3,9,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-02T00:00:00Z,3,10,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-02T00:00:00Z,3,11,FOX,989001000124148,P,Male,2,2.22,kg,4,TD,N
SRI,2016,BR,2016-09-02T00:00:00Z,3,12,FOX,989001000416424,N,Male,1,2.25,kg,4,TD,RD
SRI,2016,BR,2016-09-03T00:00:00Z,4,1,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-03T00:00:00Z,4,2,FOX,989001000416424,R2,Male,1,2.25,kg,4,TD,N
SRI,2016,BR,2016-09-03T00:00:00Z,4,3,FOX,989001000124148,R2,Male,2,2.14,kg,4,TD,N
SRI,2016,BR,2016-09-03T00:00:00Z,4,4,FOX,989001000124156,R2,Female,1,1.94,kg,2,"NA",N
SRI,2016,BR,2016-09-03T00:00:00Z,4,5,FOX,989001000124041,R2,Male,2,2.26,kg,3,TD,N
SRI,2016,BR,2016-09-03T00:00:00Z,4,6,FOX,989001000416441,R2,Female,0,1.46,kg,2,"NA",N
SRI,2016,BR,2016-09-03T00:00:00Z,4,7,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-03T00:00:00Z,4,8,FOX,982000167823212,P,Male,3,2.14,kg,4,TD,RD
SRI,2016,BR,2016-09-03T00:00:00Z,4,9,FOX,989001000416466,N,Male,0,1.42,kg,2,TD,N
SRI,2016,BR,2016-09-03T00:00:00Z,4,10,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-03T00:00:00Z,4,11,FOX,989001000415764,R2,Female,2,1.9,kg,3,SL,N
SRI,2016,BR,2016-09-03T00:00:00Z,4,12,FOX,989001000124100,P,Female,1,NA,NA,3,"NA",RD
SRI,2016,BR,2016-09-04T00:00:00Z,5,1,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-04T00:00:00Z,5,2,FOX,989001000416424,R2,Male,1,2.15,kg,4,TD,N
SRI,2016,BR,2016-09-04T00:00:00Z,5,3,FOX,989001000415764,R2,Female,2,1.85,kg,3,SL,N
SRI,2016,BR,2016-09-04T00:00:00Z,5,4,FOX,989001000124156,R2,Female,1,2.03,kg,2,"NA",N
SRI,2016,BR,2016-09-04T00:00:00Z,5,5,FOX,4A0E062159,R2,Female,2,1.89,kg,2,SL,N
SRI,2016,BR,2016-09-04T00:00:00Z,5,6,FOX,989001000123966,R2,Male,0,1.62,kg,2,TD,N
SRI,2016,BR,2016-09-04T00:00:00Z,5,7,FOX,989001000416441,R2,Female,0,1.5,kg,2,"NA",N
SRI,2016,BR,2016-09-04T00:00:00Z,5,8,FOX,989001000124045,R2,Male,1,2.01,kg,3,TD,N
SRI,2016,BR,2016-09-04T00:00:00Z,5,9,FOX,989001000416438,N,Male,0,1.43,kg,2,TD,N
SRI,2016,BR,2016-09-04T00:00:00Z,5,10,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-04T00:00:00Z,5,11,FOX,989001000124068,R2,Male,0,1.91,kg,2,TD,N
SRI,2016,BR,2016-09-04T00:00:00Z,5,12,FOX,989001000124127,R2,Female,1,1.77,kg,2,"NA",N
SRI,2016,BR,2016-09-05T00:00:00Z,6,1,FOX,989001000124127,R2,Female,1,1.64,kg,2,"NA",N
SRI,2016,BR,2016-09-05T00:00:00Z,6,2,FOX,989001000124043,R2,Male,0,1.78,kg,3,TD,N
SRI,2016,BR,2016-09-05T00:00:00Z,6,3,FOX,989001000124148,R2,Male,2,2.15,kg,4,TD,N
SRI,2016,BR,2016-09-05T00:00:00Z,6,4,FOX,989001000416438,R2,Male,0,1.44,kg,2,TD,N
SRI,2016,BR,2016-09-05T00:00:00Z,6,5,FOX,4A0E062159,R2,Female,2,1.8,kg,2,SL,N
SRI,2016,BR,2016-09-05T00:00:00Z,6,6,FOX,989001000124004,N,Male,0,1.58,kg,2,TD,N
SRI,2016,BR,2016-09-05T00:00:00Z,6,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-05T00:00:00Z,6,8,FOX,4A0D63336E,P,Male,4,2.09,kg,2,TD,RD
SRI,2016,BR,2016-09-05T00:00:00Z,6,9,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-05T00:00:00Z,6,10,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,BR,2016-09-05T00:00:00Z,6,11,FOX,989001000415764,R2,Female,2,1.14,kg,3,SL,N
SRI,2016,BR,2016-09-05T00:00:00Z,6,12,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-09T00:00:00Z,1,1,FOX,989001000124012,N,Male,0,1.19,kg,2,TD,N
SRI,2016,CC,2016-11-09T00:00:00Z,1,2,FOX,982000163661904,P,Male,4,1.9,kg,3,TD,R
SRI,2016,CC,2016-11-09T00:00:00Z,1,3,FOX,4A0A7B0F3B,P,Female,3,1.74,kg,3,"NA",R
SRI,2016,CC,2016-11-09T00:00:00Z,1,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-09T00:00:00Z,1,5,FOX,982000153678483,P,Female,2,1.75,kg,3,"NA",R
SRI,2016,CC,2016-11-09T00:00:00Z,1,6,FOX,989001001239454,P,Male,3,1.87,kg,3,TD,R
SRI,2016,CC,2016-11-09T00:00:00Z,1,7,FOX,989001000124038,N,Female,0,1.6,kg,2,"NA",N
SRI,2016,CC,2016-11-09T00:00:00Z,1,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-09T00:00:00Z,1,9,FOX,989001000416034,P,Female,1,1.71,kg,3,"NA",R
SRI,2016,CC,2016-11-09T00:00:00Z,1,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-09T00:00:00Z,1,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-09T00:00:00Z,1,12,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-10T00:00:00Z,2,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-10T00:00:00Z,2,2,FOX,989001000416034,R2,Female,1,1.71,kg,3,"NA",N
SRI,2016,CC,2016-11-10T00:00:00Z,2,3,FOX,982000163661904,R2,Male,4,2.03,kg,3,TD,N
SRI,2016,CC,2016-11-10T00:00:00Z,2,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-10T00:00:00Z,2,5,FOX,982000153678483,R2,Female,2,1.68,kg,3,"NA",N
SRI,2016,CC,2016-11-10T00:00:00Z,2,6,FOX,989001001239454,R2,Male,3,1.82,kg,3,TD,N
SRI,2016,CC,2016-11-10T00:00:00Z,2,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-10T00:00:00Z,2,8,FOX,989001000124038,R2,Female,0,1.49,kg,2,"NA",N
SRI,2016,CC,2016-11-10T00:00:00Z,2,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-10T00:00:00Z,2,10,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-10T00:00:00Z,2,11,FOX,4A0A7B0F3B,R2,Female,3,1.77,kg,3,"NA",N
SRI,2016,CC,2016-11-10T00:00:00Z,2,12,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-11T00:00:00Z,3,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-11T00:00:00Z,3,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-11T00:00:00Z,3,3,FOX,4A0A7B0F3B,R2,Female,3,1.7,kg,3,"NA",N
SRI,2016,CC,2016-11-11T00:00:00Z,3,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-11T00:00:00Z,3,5,FOX,982000153678483,R2,Female,2,1.58,kg,3,"NA",N
SRI,2016,CC,2016-11-11T00:00:00Z,3,6,FOX,989001001239454,R2,Male,3,1.92,kg,3,TD,N
SRI,2016,CC,2016-11-11T00:00:00Z,3,7,FOX,989001000124038,R2,Female,0,1.52,kg,2,"NA",N
SRI,2016,CC,2016-11-11T00:00:00Z,3,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-11T00:00:00Z,3,9,FOX,989001000416034,R2,Female,1,1.75,kg,3,"NA",N
SRI,2016,CC,2016-11-11T00:00:00Z,3,10,FOX,982000163661904,R2,Male,4,1.99,kg,3,TD,N
SRI,2016,CC,2016-11-11T00:00:00Z,3,11,FOX,989001000124012,R2,Male,0,1.23,kg,2,TD,N
SRI,2016,CC,2016-11-11T00:00:00Z,3,12,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-12T00:00:00Z,4,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-12T00:00:00Z,4,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-12T00:00:00Z,4,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-12T00:00:00Z,4,4,FOX,989001000124038,R2,Female,0,1.51,kg,2,"NA",N
SRI,2016,CC,2016-11-12T00:00:00Z,4,5,FOX,989001001239454,R2,Male,3,1.78,kg,3,TD,N
SRI,2016,CC,2016-11-12T00:00:00Z,4,6,FOX,982000153678483,R2,Female,2,1.64,kg,3,"NA",N
SRI,2016,CC,2016-11-12T00:00:00Z,4,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-12T00:00:00Z,4,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-12T00:00:00Z,4,9,FOX,982000163661904,R2,Male,4,1.76,kg,3,TD,N
SRI,2016,CC,2016-11-12T00:00:00Z,4,10,FOX,989001000416034,R2,Female,1,1.67,kg,3,"NA",N
SRI,2016,CC,2016-11-12T00:00:00Z,4,11,FOX,4A0A7B0F3B,R2,Female,3,1.64,kg,3,"NA",N
SRI,2016,CC,2016-11-12T00:00:00Z,4,12,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-13T00:00:00Z,5,1,FOX,4A0A7B0F3B,R2,Female,3,1.89,kg,3,"NA",N
SRI,2016,CC,2016-11-13T00:00:00Z,5,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-13T00:00:00Z,5,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-13T00:00:00Z,5,4,FOX,989001001239454,R2,Male,3,1.74,kg,3,TD,N
SRI,2016,CC,2016-11-13T00:00:00Z,5,5,FOX,982000153678483,R2,Female,2,1.53,kg,3,"NA",N
SRI,2016,CC,2016-11-13T00:00:00Z,5,6,FOX,989001000416034,R2,Female,1,1.65,kg,3,"NA",N
SRI,2016,CC,2016-11-13T00:00:00Z,5,7,FOX,989001000124038,R2,Female,0,1.5,kg,2,"NA",N
SRI,2016,CC,2016-11-13T00:00:00Z,5,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-13T00:00:00Z,5,9,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-13T00:00:00Z,5,10,FOX,982000163661904,R2,Male,4,1.9,kg,3,TD,N
SRI,2016,CC,2016-11-13T00:00:00Z,5,11,FOX,989001000124012,R2,Male,0,1.36,kg,2,TD,N
SRI,2016,CC,2016-11-13T00:00:00Z,5,12,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-14T00:00:00Z,6,1,FOX,989001001237503,P,Male,2,2.66,kg,4,TD,N
SRI,2016,CC,2016-11-14T00:00:00Z,6,2,FOX,4A0A7B0F3B,R2,Female,3,1.7,kg,3,"NA",N
SRI,2016,CC,2016-11-14T00:00:00Z,6,3,FOX,982000163661904,R2,Male,4,1.82,kg,3,TD,N
SRI,2016,CC,2016-11-14T00:00:00Z,6,4,FOX,982000153678483,R2,Female,2,1.53,kg,3,"NA",N
SRI,2016,CC,2016-11-14T00:00:00Z,6,5,FOX,989001000124038,R2,Female,0,1.46,kg,2,"NA",N
SRI,2016,CC,2016-11-14T00:00:00Z,6,6,FOX,989001001239454,R2,Male,3,NA,NA,3,TD,N
SRI,2016,CC,2016-11-14T00:00:00Z,6,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-14T00:00:00Z,6,8,FOX,989001000416034,R2,Female,1,1.71,kg,3,"NA",N
SRI,2016,CC,2016-11-14T00:00:00Z,6,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-14T00:00:00Z,6,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CC,2016-11-14T00:00:00Z,6,11,FOX,989001000124012,R2,Male,0,1.35,kg,2,TD,N
SRI,2016,CC,2016-11-14T00:00:00Z,6,12,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-06T00:00:00Z,1,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-06T00:00:00Z,1,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-06T00:00:00Z,1,3,FOX,989001000123968,N,Female,0,1.3,kg,2,"NA",N
SRI,2016,CP,2016-07-06T00:00:00Z,1,4,FOX,989001000123983,N,Male,1,2.06,kg,2,TD,RD
SRI,2016,CP,2016-07-06T00:00:00Z,1,5,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-06T00:00:00Z,1,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-06T00:00:00Z,1,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-06T00:00:00Z,1,8,FOX,989001000415755,P,Male,1,1.96,kg,3,TD,RD
SRI,2016,CP,2016-07-06T00:00:00Z,1,9,FOX,989001000123978,N,Female,0,1.82,kg,2,"NA",RD
SRI,2016,CP,2016-07-06T00:00:00Z,1,10,FOX,989001000124113,P,Female,1,1.73,kg,2,L,NA
SRI,2016,CP,2016-07-06T00:00:00Z,1,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-06T00:00:00Z,1,12,FOX,989001000124009,N,Male,0,1.76,kg,3,TD,NA
SRI,2016,CP,2016-07-07T00:00:00Z,2,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-07T00:00:00Z,2,2,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-07T00:00:00Z,2,3,SKUNK,989001000124006,N,Male,NA,580,g,4,TD,NA
SRI,2016,CP,2016-07-07T00:00:00Z,2,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-07T00:00:00Z,2,5,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-07T00:00:00Z,2,6,FOX,989001000416381,P,Female,1,1.87,kg,3,"NA",RD
SRI,2016,CP,2016-07-07T00:00:00Z,2,7,FOX,989001000123967,N,Male,2,2.25,kg,3,TD,RD
SRI,2016,CP,2016-07-07T00:00:00Z,2,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-07T00:00:00Z,2,9,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-07T00:00:00Z,2,10,FOX,989001000123978,R2,Female,0,1.72,kg,2,"NA",N
SRI,2016,CP,2016-07-07T00:00:00Z,2,11,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-07T00:00:00Z,2,12,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-08T00:00:00Z,3,1,FOX,989001000124113,R2,Female,1,NA,NA,2,L,N
SRI,2016,CP,2016-07-08T00:00:00Z,3,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-08T00:00:00Z,3,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-08T00:00:00Z,3,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-08T00:00:00Z,3,5,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-08T00:00:00Z,3,6,FOX,989001000415734,P,Male,2,2.24,kg,3,TD,RD
SRI,2016,CP,2016-07-08T00:00:00Z,3,7,FOX,989001000123970,N,Female,0,1.3,kg,2,"NA",RD
SRI,2016,CP,2016-07-08T00:00:00Z,3,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-08T00:00:00Z,3,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-08T00:00:00Z,3,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-08T00:00:00Z,3,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-08T00:00:00Z,3,12,FOX,989001000124009,R2,Male,0,1.82,kg,3,TD,N
SRI,2016,CP,2016-07-09T00:00:00Z,4,1,FOX,989001000416444,P,Male,2,2.53,kg,3,TD,SEN
SRI,2016,CP,2016-07-09T00:00:00Z,4,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-09T00:00:00Z,4,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-09T00:00:00Z,4,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-09T00:00:00Z,4,5,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-09T00:00:00Z,4,6,FOX,989001000123972,N,Female,3,2.28,kg,2,SL,RD
SRI,2016,CP,2016-07-09T00:00:00Z,4,7,FOX,989001000123967,R2,Male,2,2.34,kg,3,TD,NA
SRI,2016,CP,2016-07-09T00:00:00Z,4,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-09T00:00:00Z,4,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-09T00:00:00Z,4,10,FOX,989001000123968,R2,Female,0,1.29,kg,2,"NA",RD
SRI,2016,CP,2016-07-09T00:00:00Z,4,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-09T00:00:00Z,4,12,FOX,989001000415819,P,Female,2,1.92,kg,2,L,RD
SRI,2016,CP,2016-07-10T00:00:00Z,5,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-10T00:00:00Z,5,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-10T00:00:00Z,5,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-10T00:00:00Z,5,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-10T00:00:00Z,5,5,FOX,989001000123983,R2,Male,1,2.07,kg,2,TD,N
SRI,2016,CP,2016-07-10T00:00:00Z,5,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-10T00:00:00Z,5,7,FOX,989001000416408,P,Female,1,1.9,kg,2,L,RD
SRI,2016,CP,2016-07-10T00:00:00Z,5,8,FOX,989001000123978,R2,Female,0,1.69,kg,2,"NA",N
SRI,2016,CP,2016-07-10T00:00:00Z,5,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-10T00:00:00Z,5,10,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-10T00:00:00Z,5,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-10T00:00:00Z,5,12,FOX,989001000124009,R2,Male,0,1.82,kg,3,TD,N
SRI,2016,CP,2016-07-11T00:00:00Z,6,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-11T00:00:00Z,6,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-11T00:00:00Z,6,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-11T00:00:00Z,6,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-11T00:00:00Z,6,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-11T00:00:00Z,6,6,FOX,989001000415734,R2,Male,2,2.35,kg,3,TD,N
SRI,2016,CP,2016-07-11T00:00:00Z,6,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-11T00:00:00Z,6,8,FOX,989001000415755,R2,Male,1,1.92,kg,3,TD,N
SRI,2016,CP,2016-07-11T00:00:00Z,6,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-11T00:00:00Z,6,10,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-11T00:00:00Z,6,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,CP,2016-07-11T00:00:00Z,6,12,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,DC,2016-11-16T00:00:00Z,1,1,FOX,989001000416520,N,Male,0,2.29,kg,3,TD,SEN
SRI,2016,DC,2016-11-16T00:00:00Z,1,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,DC,2016-11-16T00:00:00Z,1,3,FOX,989001000416434,N,Male,0,2.09,kg,2,TD,R
SRI,2016,DC,2016-11-16T00:00:00Z,1,4,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,DC,2016-11-16T00:00:00Z,1,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,DC,2016-11-16T00:00:00Z,1,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,DC,2016-11-16T00:00:00Z,1,7,FOX,989001000124117,N,Female,0,1.88,kg,2,"NA",N
SRI,2016,DC,2016-11-16T00:00:00Z,1,8,FOX,989001000124080,N,Male,0,2.16,kg,3,TD,R
SRI,2016,DC,2016-11-16T00:00:00Z,1,9,FOX,989001000123839,P,Male,2,2.63,kg,4,TD,R
SRI,2016,DC,2016-11-16T00:00:00Z,1,10,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,DC,2016-11-16T00:00:00Z,1,11,FOX,989001000416465,N,Male,0,2.41,kg,3,TD,R
SRI,2016,DC,2016-11-16T00:00:00Z,1,12,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2016,DC,2016-11-17T00:00:00Z,2,1,FOX,982000364295914,N,Male,2,1.97,kg,2,TD,N
